CurveID,FitWallResist?,FitChloResist?,FitGamma*?,FitKc?,FitKo?,FitRd?,FitAlpha?,FitbetaPSII?,LimitState,Vcmax25,Jmax25,Rdlight25,Resistwp25,Resistch25,tpu25,gamma*25,fkc25,fko25,alpha,ha_vcmax,hd_vcmax,sv_vcmax,ha_jmax,hd_jmax,sv_jmax,ha_tpu,hd_tpu,sv_tpu,ha_gmeso,hd_gmeso,sv_gmeso,ha_darkresp,ha_stargamma,ha_kc,ha_ko,phifactor,thetafactor,betaPSII,numrubisco,numrubp,numtpu,NumSamplePoints,SumSquare,siteID,Latitude,Longitude,Elevation,yearsampled,sampledoy,GrowingSeasonStart,GrowingSeasonEnd,standage,CanopyHeight,LeafAreaIndex,species,avetimeresolution,avetimesampled,SampleHeight,Needleage,specificLAI,nitrogencontent,carboncontent,phosphoruscontent
NA,0=No1=Yes,0=No1=Yes,0=No1=Yes,0=No1=Yes,0=No1=Yes,0=No1=Yes,0=No1=Yes,0=No1=Yes,Occurrence,umolm-2s-1,umolm-2s-1,umolm-2s-1,Pasm2umol-1,Pasm2umol-1,umolm-2s-1,Pa,Pa,Pa,0_1,kJmol-1,kJmol-1,KJmol-1K-1,kJmol-1,kJmol-1,KJmol-1K-1,kJmol-1,kJmol-1,KJmol-1K-1,kJmol-1,kJmol-1,KJmol-1K-1,kJmol-1,kJmol-1,kJmol-1,kJmol-1,NA,NA,NA,rubispoints,rubppoints,tpupoints,<=rubis+rubp+tpu,NA,NA,DegNorthPositive,DegEastPositive,m,Year,DayofYear,DayofYear,DayofYear,years,m,m2m-2,species,minutes,HourFraction,m,days,cm2g-1,%,%,%
Besc-135dup.csv,0,0,0,0,0,1,0,1,RubiscoRuBpTpu,69.964375,88.065363,1.979881,0,0,3.253392,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.097392,0.825656,0.258296,1,7,1,9,2.658499,-9999,-9999,-9999,-9999,2014,183,-9999,-9999,-9999,-9999,-9999,Besc-135dup,2,12.341358,-9999,-9999,-9999,-9999,-9999,-9999
Besc-135dup.csv,0,0,1,0,0,1,0,1,RubiscoRuBp,65.418535,75.983325,1.74665,0,0,NaN,3.003444,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.095967,0.832385,0.224849,1,8,0,9,2.447224,-9999,-9999,-9999,-9999,2014,183,-9999,-9999,-9999,-9999,-9999,Besc-135dup,2,12.341358,-9999,-9999,-9999,-9999,-9999,-9999
Besc-135dup.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,69.964404,88.065365,1.979884,0,0,3.253393,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.097392,0.825656,0.258296,1,7,1,9,2.658499,-9999,-9999,-9999,-9999,2014,183,-9999,-9999,-9999,-9999,-9999,Besc-135dup,2,12.341358,-9999,-9999,-9999,-9999,-9999,-9999
Besc-135dup.csv,1,0,1,0,0,1,0,1,RubiscoRuBp,109.070756,67.035846,1.844061,1.166485,0,NaN,1.232275,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.096247,0.831064,0.198082,1,8,0,9,2.096638,-9999,-9999,-9999,-9999,2014,183,-9999,-9999,-9999,-9999,-9999,Besc-135dup,2,12.341358,-9999,-9999,-9999,-9999,-9999,-9999
Besc-135dup.csv,1,1,0,0,0,1,0,1,RubiscoRuBpTpu,69.964348,88.065326,1.979878,0,0,3.253391,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.097392,0.825656,0.258296,1,7,1,9,2.658499,-9999,-9999,-9999,-9999,2014,183,-9999,-9999,-9999,-9999,-9999,Besc-135dup,2,12.341358,-9999,-9999,-9999,-9999,-9999,-9999
Besc-135dup.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,109.068071,66.803596,1.844709,1.166243,0,2.222538,1.231174,27.238,16582,0.816157,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.095037,0.835254,0.198038,1,7,1,9,2.073478,-9999,-9999,-9999,-9999,2014,183,-9999,-9999,-9999,-9999,-9999,Besc-135dup,2,12.341358,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75.192568,0.03287,9.400222,-2.766343,0.040862,0.0005,-0.500785,0.776582,-0.000425,-0.000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-183dup.csv,0,0,0,0,0,1,0,1,RubiscoRuBpTpu,6.259264,16.289537,0,0,0,0.564876,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,0.910707,0.515926,0.22243,6,3,1,10,3.933628,-9999,-9999,-9999,-9999,2014,226,-9999,-9999,-9999,-9999,-9999,besc-183dup,2.227778,10.452278,-9999,-9999,-9999,-9999,-9999,-9999
besc-183dup.csv,0,0,1,0,0,1,1,1,RubiscoRuBpTpu,5.711283,11.551569,0,0,0,0.573799,0,27.238,16582,0.114555,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,0.910711,0.516111,0.157769,5,3,2,10,2.290637,-9999,-9999,-9999,-9999,2014,226,-9999,-9999,-9999,-9999,-9999,besc-183dup,2.227778,10.452278,-9999,-9999,-9999,-9999,-9999,-9999
besc-183dup.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,6.259164,16.290753,0,0,0,0.564867,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,0.910709,0.515841,0.222427,6,3,1,10,3.933628,-9999,-9999,-9999,-9999,2014,226,-9999,-9999,-9999,-9999,-9999,besc-183dup,2.227778,10.452278,-9999,-9999,-9999,-9999,-9999,-9999
besc-183dup.csv,1,0,1,0,0,1,1,1,RubiscoRuBpTpu,5.731513,11.591165,0,0.000292,0,0.575825,0,27.238,16582,0.121263,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,0.91071,0.516179,0.158327,5,3,2,10,2.29149,-9999,-9999,-9999,-9999,2014,226,-9999,-9999,-9999,-9999,-9999,besc-183dup,2.227778,10.452278,-9999,-9999,-9999,-9999,-9999,-9999
besc-183dup.csv,1,1,0,0,0,1,0,1,RubiscoRuBpTpu,6.259189,16.290821,0,0,0,0.564869,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,0.910709,0.515841,0.222428,6,3,1,10,3.933628,-9999,-9999,-9999,-9999,2014,226,-9999,-9999,-9999,-9999,-9999,besc-183dup,2.227778,10.452278,-9999,-9999,-9999,-9999,-9999,-9999
besc-183dup.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,5.703718,11.536577,0,0,0,0.573039,0,27.238,16582,0.781202,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,0.910711,0.516097,0.15756,5,3,2,10,2.290534,-9999,-9999,-9999,-9999,2014,226,-9999,-9999,-9999,-9999,-9999,besc-183dup,2.227778,10.452278,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.42439,0.036104,2.113627,-0.636002,0.046814,0,0.214946,8.176836,-3.796223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-220.csv,0,0,0,0,0,1,0,1,RubiscoRuBpTpu,30.870498,51.319669,1.864041,0,0,2.50424,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.039738,0.858966,0.333942,2,6,2,10,2.04868,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-220,2.112963,11.226,-9999,-9999,-9999,-9999,-9999,-9999
besc-220.csv,0,0,1,0,0,1,1,1,RubiscoRuBpTpu,34.796718,65.973994,1.993694,0,0,2.163735,6.062968,27.238,16582,0.167688,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.03854,0.861907,0.430777,3,6,1,10,1.92032,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-220,2.112963,11.226,-9999,-9999,-9999,-9999,-9999,-9999
besc-220.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,46.557593,63.748637,2.244583,1.744861,0,2.592242,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.038891,0.859605,0.415077,3,6,1,10,1.404894,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-220,2.112963,11.226,-9999,-9999,-9999,-9999,-9999,-9999
besc-220.csv,1,0,1,0,0,1,1,1,RubiscoRuBpTpu,56.429502,53.97712,2.205633,2.79027,0,2.566464,1.929483,27.238,16582,0.000354,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.039862,0.856446,0.350203,3,6,1,10,1.303324,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-220,2.112963,11.226,-9999,-9999,-9999,-9999,-9999,-9999
besc-220.csv,1,1,0,0,0,1,0,1,RubiscoRuBp,46.033447,61.817271,2.232546,1.708509,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.035351,0.876261,0.412349,3,7,0,10,1.582193,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-220,2.112963,11.226,-9999,-9999,-9999,-9999,-9999,-9999
besc-220.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,65.346291,82.847561,2.217594,3.264218,0,1.976202,1.487865,27.238,16582,0.497404,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.052938,0.601649,0.339903,4,4,2,10,0.937181,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-220,2.112963,11.226,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51.642972,0.044968,6.543562,-2.765,0.063034,0.000014,0.42071,5.67923,-2.36544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-24.csv,0,0,0,0,0,1,0,1,RubiscoRuBpTpu,19.514256,29.607108,0,0,0,1.479404,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.057204,0.848065,0.296226,3,6,1,10,11.230146,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-48,3,9.944333,-9999,-9999,-9999,-9999,-9999,-9999
besc-24.csv,0,0,1,0,0,1,1,1,RubiscoRuBpTpu,16.934951,18.728067,0,0,0,1.428764,0,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.057078,0.849986,0.187847,2,6,2,10,8.624409,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-48,3,9.944333,-9999,-9999,-9999,-9999,-9999,-9999
besc-24.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,19.514392,29.607314,0,0,0,1.479415,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.057204,0.848065,0.296228,3,6,1,10,11.230146,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-48,3,9.944333,-9999,-9999,-9999,-9999,-9999,-9999
besc-24.csv,1,0,1,0,0,1,1,1,RubiscoRuBpTpu,16.934889,18.727986,0,0,0,1.428759,0,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.057078,0.849987,0.187846,2,6,2,10,8.624409,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-48,3,9.944333,-9999,-9999,-9999,-9999,-9999,-9999
besc-24.csv,1,1,0,0,0,1,0,1,RubiscoRuBpTpu,19.514229,29.607066,0,0,0,1.479402,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.057204,0.848066,0.296225,3,6,1,10,11.230146,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-48,3,9.944333,-9999,-9999,-9999,-9999,-9999,-9999
besc-24.csv,1,1,1,0,0,1,0,1,RubiscoRuBp,16.767006,18.511076,0,0,0,NaN,0,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.05536,0.858926,0.187801,3,7,0,10,8.825257,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-48,3,9.944333,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1115.948351,0.002354,161.761716,2.678526,0.002446,0.002542,0.07015,0.766494,-0.001863,-0.000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-350.csv,0,0,0,0,0,1,0,1,RubiscoRuBp,22.152426,38.226762,0.905317,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.021147,0.791071,0.292302,4,6,0,10,2.907199,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-350,2.227778,10.685667,-9999,-9999,-9999,-9999,-9999,-9999
besc-350.csv,0,0,1,0,0,1,1,1,RubiscoRuBpTpu,19.385962,27.371744,0.830665,0,0,1.635017,0.752988,27.238,16582,0.836473,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.022507,0.783375,0.207578,3,6,1,10,2.542378,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-350,2.227778,10.685667,-9999,-9999,-9999,-9999,-9999,-9999
besc-350.csv,1,0,0,0,0,1,0,1,RubiscoRuBp,22.152421,38.226755,0.905317,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.021148,0.791071,0.292302,4,6,0,10,2.907199,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-350,2.227778,10.685667,-9999,-9999,-9999,-9999,-9999,-9999
besc-350.csv,1,0,1,0,0,1,0,1,RubiscoRuBp,19.670172,28.591291,0.841659,0,0,NaN,1.125924,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.022361,0.784306,0.217058,4,6,0,10,2.570221,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-350,2.227778,10.685667,-9999,-9999,-9999,-9999,-9999,-9999
besc-350.csv,1,1,0,0,0,1,0,1,RubiscoRuBp,22.152422,38.226756,0.905317,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.021148,0.791071,0.292302,4,6,0,10,2.907199,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-350,2.227778,10.685667,-9999,-9999,-9999,-9999,-9999,-9999
besc-350.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,510.294614,43.406322,1.232445,6.629648,0,1.817562,0.057354,27.238,16582,0.005107,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.033862,0.567872,0.243248,3,4,3,10,0.774046,-9999,-9999,-9999,-9999,2014,213,-9999,-9999,-9999,-9999,-9999,Besc-350,2.227778,10.685667,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35.246368,0.043079,5.052035,-1.742799,0.056243,0.000001,0.058431,0.732349,-0.001319,-0.000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
